-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,417,417,417,417,417,417,417,-1,-1,-1,-1,-1,-1
-1,417,417,417,417,417,417,417,417,-1,-1,-1,-1,-1
-1,417,417,417,417,417,417,417,417,-1,-1,-1,-1,-1
-1,417,417,417,417,417,417,417,417,-1,-1,-1,-1,-1
-1,417,417,-1,417,417,-1,417,417,-1,-1,-1,-1,-1
-1,417,417,-1,417,417,-1,417,417,-1,-1,-1,-1,-1
-1,417,417,417,417,417,417,417,417,-1,-1,-1,-1,-1
-1,417,417,502,503,417,417,417,417,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
